Bdist3	braDis3	Brachypodium distachyon Bd21 (JGI v3.0)	eukaryota	Streptophyta
Mtrun4	medTru4	Medicago truncatula (Mt4.0v1)	eukaryota	Streptophyta
Graim2	gosRai2	Gossypium raimondii (Cotton v2)	eukaryota	Streptophyta
Ptric3	popTri3	Populus trichocarpa (JGI v3.0)	eukaryota	Streptophyta
Sbico3	sorBic3	Sorghum bicolor (Version 3.1)	eukaryota	Streptophyta
Oarie1	oviAri3	Ovis aries (sheep) (Feb 2010)	eukaryota	Mammalia
Zmays6	zeaMay6	Zea mays B73 (Version AGPv3)	eukaryota	Streptophyta
Gmax2	glyMax2	Glycine max (soybean) (Wm82.a2)	eukaryota	Streptophyta
Rnorv6	rn6	Rattus norvegicus (Rat Jul. 2014 RGSC 6.0/rn6)	eukaryota	Mammalia
Vpaco2	vicPac2	Vicugna pacos (Alpaca Mar. 2013 Vicugna_pacos-2.0.1/vicPac2)	eukaryota	Mammalia
Osati7	orySat7	Oryza sativa Japonica Group (Japanese rice IRGSP-1.0)	eukaryota	Streptophyta
danRer10	danRer10	Danio rerio (Zebrafish Sep. 2014 GRCz10/danRer10)	eukaryota	Vertebrata
proCap1	proCap1	Procavia capensis (Rock hyrax Jul. 2008 Broad/proCap1)	eukaryota	Mammalia
pteVam1	pteVam1	Pteropus vampyrus (Megabat Jul. 2008 Broad/pteVam1)	eukaryota	Mammalia
manEsc6	manEsc6	Manihot esculenta (Cassava v6)	eukaryota	Spermatophyta
Sino_meli_GR4	sinoMeli_GR4	Sinorhizobium meliloti GR4	bacteria	Proteobacteria	Alphaproteobacteria
Sino_meli_RMO17	sinoMeli_RMO17	Sinorhizobium meliloti RMO17	bacteria	Proteobacteria	Alphaproteobacteria
Sino_meli_Rm41	sinoMeli_RM41	Sinorhizobium meliloti Rm41	bacteria	Proteobacteria	Alphaproteobacteria
Sino_meli_SM11	sinoMeli_SM11	Sinorhizobium meliloti SM11	bacteria	Proteobacteria	Alphaproteobacteria
Sphi_chlo_L_1	sphiChlo_L_1	Sphingobium chlorophenolicum L-1	bacteria	Proteobacteria	Alphaproteobacteria
Sphi_japo_UT26S	sphiJapo_UT26S	Sphingobium japonicum UT26S	bacteria	Proteobacteria	Alphaproteobacteria
Sphi_SYK_6	sphiSp_SYK_6	Sphingobium sp. SYK-6	bacteria	Proteobacteria	Alphaproteobacteria
Sphi_YBL2	sphiSp_YBL2	Sphingobium sp. YBL2	bacteria	Proteobacteria	Alphaproteobacteria
Sphi_sanx_DSM_19645_NX02	sphiSanx_DSM19645_NX02	Sphingomonas sanxanigenens DSM 19645 NX02	bacteria	Proteobacteria	Alphaproteobacteria
Sphi_MM_1	sphiSp_MM_1	Sphingomonas sp. MM-1	bacteria	Proteobacteria	Alphaproteobacteria
Sphi_WHSC_8	sphiSp_WHSC_8	Sphingomonas sp. WHSC-8	bacteria	Proteobacteria	Alphaproteobacteria
Sphi_taxi_ATCC_55669	sphiTaxi_ATCC55669	Sphingomonas taxi ATCC 55669	bacteria	Proteobacteria	Alphaproteobacteria
Sphi_witt_RW1	sphiWitt_RW1	Sphingomonas wittichii RW1	bacteria	Proteobacteria	Alphaproteobacteria
Sphi_alas_RB2256	sphiAlas_RB2256	Sphingopyxis alaskensis RB2256	bacteria	Proteobacteria	Alphaproteobacteria
Sphi_Kp5_2	sphiSp_KP5_2	Sphingopyxis sp. Kp5.2	bacteria	Proteobacteria	Alphaproteobacteria
Star_nove_DSM_506	starNove_DSM506	Starkeya novella DSM 506	bacteria	Proteobacteria	Alphaproteobacteria
Thal_xiam_M_5_DSM_17429	thalXiam_M_5_DSM17429	Thalassospira xiamenensis M-5 DSM 17429	bacteria	Proteobacteria	Alphaproteobacteria
Tist_mobi_KA081020_065	tistMobi_KA081020_065	Tistrella mobilis KA081020-065	bacteria	Proteobacteria	Alphaproteobacteria
Wolb_endo_of_Cimex_lectularius_wCle	wolbEndo_OF_CIMEX_LECTULARIUS	Wolbachia endosymbiont of Cimex lectularius wCle	bacteria	Proteobacteria	Alphaproteobacteria
Wolb_endo_of_Culex_quinquefasciatus_Pel_wPip	wolbEndo_OF_CULEX_QUINQUEFASCI	Wolbachia endosymbiont of Culex quinquefasciatus Pel wPip	bacteria	Proteobacteria	Alphaproteobacteria
Wolb_endo_of_Drosophila_melanogaster_wMel	wolbEndo_OF_DROSOPHILA_MELANOG	Wolbachia endosymbiont of Drosophila melanogaster wMel	bacteria	Proteobacteria	Alphaproteobacteria
Wolb_endo_of_Drosophila_simulans_wAu	wolbEndo_OF_DROSOPHILA_SIMULAN	Wolbachia endosymbiont of Drosophila simulans wAu	bacteria	Proteobacteria	Alphaproteobacteria
Wolb_endo_of_Drosophila_simulans_wHa	wolbEndo_OF_DROSOPHILA_SIMULAN_1	Wolbachia endosymbiont of Drosophila simulans wHa	bacteria	Proteobacteria	Alphaproteobacteria
Wolb_endo_of_Drosophila_simulans_wNo	wolbEndo_OF_DROSOPHILA_SIMULAN_2	Wolbachia endosymbiont of Drosophila simulans wNo	bacteria	Proteobacteria	Alphaproteobacteria
Wolb_endo_of_Onchocerca_ochengi_wOo	wolbEndo_OF_ONCHOCERCA_OCHENGI	Wolbachia endosymbiont of Onchocerca ochengi wOo	bacteria	Proteobacteria	Alphaproteobacteria
Wolb_endo_of_Onchocerca_volvulus_Cameroon	wolbEndo_OF_ONCHOCERCA_VOLVULU	Wolbachia endosymbiont of Onchocerca volvulus str. Cameroon	bacteria	Proteobacteria	Alphaproteobacteria
Wolb_endo_strain_TRS_of_Brugia_malayi	wolbEndo_STRAIN_TRS_OF_BRUGIA	Wolbachia endosymbiont strain TRS of Brugia malayi	bacteria	Proteobacteria	Alphaproteobacteria
Wolb_wRi	wolbSp_WRI	Wolbachia sp. wRi	bacteria	Proteobacteria	Alphaproteobacteria
Xant_auto_Py2	xantAuto_PY2	Xanthobacter autotrophicus Py2	bacteria	Proteobacteria	Alphaproteobacteria
Zymo_mobi_mobilis_ATCC_10988	zymoMobi_MOBILIS_ATCC109	Zymomonas mobilis subsp. mobilis ATCC 10988	bacteria	Proteobacteria	Alphaproteobacteria
Zymo_mobi_mobilis_ATCC_29191	zymoMobi_MOBILIS_ATCC291	Zymomonas mobilis subsp. mobilis ATCC 29191	bacteria	Proteobacteria	Alphaproteobacteria
Zymo_mobi_mobilis_NCIMB_11163	zymoMobi_MOBILIS_NCIMB_1	Zymomonas mobilis subsp. mobilis NCIMB 11163	bacteria	Proteobacteria	Alphaproteobacteria
Zymo_mobi_mobilis_NRRL_B_12526	zymoMobi_MOBILIS_NRRL_B	Zymomonas mobilis subsp. mobilis NRRL B-12526	bacteria	Proteobacteria	Alphaproteobacteria
Zymo_mobi_mobilis_ZM4_ATCC_31821	zymoMobi_MOBILIS_ZM4_ATC	Zymomonas mobilis subsp. mobilis ZM4 ATCC 31821	bacteria	Proteobacteria	Alphaproteobacteria
Zymo_mobi_mobilis_CP4_NRRL_B_14023_1	zymoMobi_MOBILIS_CP4_NRR_1	Zymomonas mobilis subsp. mobilis str. CP4 NRRL B-14023	bacteria	Proteobacteria	Alphaproteobacteria
Zymo_mobi_mobilis_CP4_NRRL_B_14023	zymoMobi_MOBILIS_CP4_NRR	Zymomonas mobilis subsp. mobilis str. CP4 NRRL B-14023	bacteria	Proteobacteria	Alphaproteobacteria
Zymo_mobi_pomaceae_ATCC_29192	zymoMobi_POMACEAE_ATCC29	Zymomonas mobilis subsp. pomaceae ATCC 29192	bacteria	Proteobacteria	Alphaproteobacteria
alph_prot_HIMB5	alphProt_HIMB5	alpha proteobacterium HIMB5	bacteria	Proteobacteria	Alphaproteobacteria
alph_prot_HIMB59	alphProt_HIMB59	alpha proteobacterium HIMB59	bacteria	Proteobacteria	Alphaproteobacteria
endo_of_Acanthamoeba_UWC8	endoOf_ACANTHAMOEBA_SP_UWC8	endosymbiont of Acanthamoeba sp. UWC8	bacteria	Proteobacteria	Alphaproteobacteria
Achr_xylo_A8	achrXylo_A8	Achromobacter xylosoxidans A8	bacteria	Proteobacteria	Betaproteobacteria
Achr_xylo_C54	achrXylo_C54	Achromobacter xylosoxidans C54	bacteria	Proteobacteria	Betaproteobacteria
Achr_xylo_NH44784_1996	achrXylo_NH44784_1996	Achromobacter xylosoxidans NH44784-1996	bacteria	Proteobacteria	Betaproteobacteria
Acid_aven_avenae_ATCC_19860	acidAven_AVENAE_ATCC1986	Acidovorax avenae subsp. avenae ATCC 19860	bacteria	Proteobacteria	Betaproteobacteria
Acid_citr_AAC00_1	acidCitr_AAC00_1	Acidovorax citrulli AAC00-1	bacteria	Proteobacteria	Betaproteobacteria
Acid_ebre_TPSY	acidEbre_TPSY	Acidovorax ebreus TPSY	bacteria	Proteobacteria	Betaproteobacteria
Acid_JS42	acidSp_JS42	Acidovorax sp. JS42	bacteria	Proteobacteria	Betaproteobacteria
Acid_KKS102	acidSp_KKS102	Acidovorax sp. KKS102	bacteria	Proteobacteria	Betaproteobacteria
Adve_kash_WT001	adveKash_WT001	Advenella kashmirensis WT001	bacteria	Proteobacteria	Betaproteobacteria
Adve_mimi_DPN7	adveMimi_DPN7	Advenella mimigardefordensis DPN7	bacteria	Proteobacteria	Betaproteobacteria
Alic_deni_BC	alicDeni_BC	Alicycliphilus denitrificans BC	bacteria	Proteobacteria	Betaproteobacteria
Alic_deni_K601	alicDeni_K601	Alicycliphilus denitrificans K601	bacteria	Proteobacteria	Betaproteobacteria
Arom_arom_EbN1	aromArom_EBN1	Aromatoleum aromaticum EbN1	bacteria	Proteobacteria	Betaproteobacteria
Azoa_BH72	azoaSp_BH72	Azoarcus sp. BH72	bacteria	Proteobacteria	Betaproteobacteria
Azoa_KH32C	azoaSp_KH32C	Azoarcus sp. KH32C	bacteria	Proteobacteria	Betaproteobacteria
Basi_psit_DSM_24701	basiPsit_DSM24701	Basilea psittacipulmonis DSM 24701	bacteria	Proteobacteria	Betaproteobacteria
Bord_aviu_197N	bordAviu_197N	Bordetella avium 197N	bacteria	Proteobacteria	Betaproteobacteria
Bord_bron_253	bordBron_253	Bordetella bronchiseptica 253	bacteria	Proteobacteria	Betaproteobacteria
Bord_bron_MO149	bordBron_MO149	Bordetella bronchiseptica MO149	bacteria	Proteobacteria	Betaproteobacteria
Bord_bron_S798	bordBron_S798	Bordetella bronchiseptica S798	bacteria	Proteobacteria	Betaproteobacteria
Bord_holm_44057	bordHolm_44057	Bordetella holmesii 44057	bacteria	Proteobacteria	Betaproteobacteria
Bord_holm_ATCC_51541	bordHolm_ATCC51541	Bordetella holmesii ATCC 51541	bacteria	Proteobacteria	Betaproteobacteria
Bord_para_Bpp5	bordPara_BPP5	Bordetella parapertussis Bpp5	bacteria	Proteobacteria	Betaproteobacteria
Bord_pert_137	bordPert_137	Bordetella pertussis 137	bacteria	Proteobacteria	Betaproteobacteria
Bord_pert_18323	bordPert_18323	Bordetella pertussis 18323	bacteria	Proteobacteria	Betaproteobacteria
Bord_pert_B1917	bordPert_B1917	Bordetella pertussis B1917	bacteria	Proteobacteria	Betaproteobacteria
Bord_pert_CS	bordPert_CS	Bordetella pertussis CS	bacteria	Proteobacteria	Betaproteobacteria
Bord_petr_DSM_12804	bordPetr_DSM12804	Bordetella petrii DSM 12804	bacteria	Proteobacteria	Betaproteobacteria
Burk_ambi_AMMD	burkAmbi_AMMD	Burkholderia ambifaria AMMD	bacteria	Proteobacteria	Betaproteobacteria
Burk_ambi_AMMD_1	burkAmbi_AMMD_1	Burkholderia ambifaria AMMD	bacteria	Proteobacteria	Betaproteobacteria
Burk_ambi_MC40_6	burkAmbi_MC40_6	Burkholderia ambifaria MC40-6	bacteria	Proteobacteria	Betaproteobacteria
Burk_ceno_AU_1054	burkCeno_AU_1054	Burkholderia cenocepacia AU 1054	bacteria	Proteobacteria	Betaproteobacteria
Burk_ceno_DDS_22E_1	burkCeno_DDS_22E_1	Burkholderia cenocepacia DDS 22E-1	bacteria	Proteobacteria	Betaproteobacteria
Burk_ceno_DWS_37E_2	burkCeno_DWS_37E_2	Burkholderia cenocepacia DWS 37E-2	bacteria	Proteobacteria	Betaproteobacteria
Burk_ceno_H111	burkCeno_H111	Burkholderia cenocepacia H111	bacteria	Proteobacteria	Betaproteobacteria
Burk_ceno_HI2424	burkCeno_HI2424	Burkholderia cenocepacia HI2424	bacteria	Proteobacteria	Betaproteobacteria
Burk_ceno_J2315	burkCeno_J2315	Burkholderia cenocepacia J2315	bacteria	Proteobacteria	Betaproteobacteria
Burk_ceno_MC0_3	burkCeno_MC0_3	Burkholderia cenocepacia MC0-3	bacteria	Proteobacteria	Betaproteobacteria
Burk_cepa_DDS_7H_2	burkCepa_DDS_7H_2	Burkholderia cepacia DDS 7H-2	bacteria	Proteobacteria	Betaproteobacteria
Burk_cepa_GG4	burkCepa_GG4	Burkholderia cepacia GG4	bacteria	Proteobacteria	Betaproteobacteria
Burk_cepa_LO6	burkCepa_LO6	Burkholderia cepacia LO6	bacteria	Proteobacteria	Betaproteobacteria
Burk_dolo_AU0158	burkDolo_AU0158	Burkholderia dolosa AU0158	bacteria	Proteobacteria	Betaproteobacteria
Burk_fung_ATCC_BAA_463	burkFung_ATCCBAA_463	Burkholderia fungorum ATCC BAA-463	bacteria	Proteobacteria	Betaproteobacteria
Burk_glad_ATCC_10248	burkGlad_ATCC10248	Burkholderia gladioli ATCC 10248	bacteria	Proteobacteria	Betaproteobacteria
Burk_glad_BSR3	burkGlad_BSR3	Burkholderia gladioli BSR3	bacteria	Proteobacteria	Betaproteobacteria
Burk_glum_BGR1	burkGlum_BGR1	Burkholderia glumae BGR1	bacteria	Proteobacteria	Betaproteobacteria
Burk_glum_LMG_2196_ATCC_33617	burkGlum_LMG_2196_ATCC33617	Burkholderia glumae LMG 2196 ATCC 33617	bacteria	Proteobacteria	Betaproteobacteria
Burk_glum_PG1	burkGlum_PG1	Burkholderia glumae PG1	bacteria	Proteobacteria	Betaproteobacteria
Burk_lata_383	burkLata_383	Burkholderia lata 383	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_11	burkMall_11	Burkholderia mallei 11	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_2000031063	burkMall_2000031063	Burkholderia mallei 2000031063	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_2002721276	burkMall_2002721276	Burkholderia mallei 2002721276	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_2002734299	burkMall_2002734299	Burkholderia mallei 2002734299	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_2002734306	burkMall_2002734306	Burkholderia mallei 2002734306	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_23344	burkMall_23344	Burkholderia mallei 23344	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_6	burkMall_6	Burkholderia mallei 6	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_ATCC_23344	burkMall_ATCC23344	Burkholderia mallei ATCC 23344	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_BMQ	burkMall_BMQ	Burkholderia mallei BMQ	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_FMH_23344	burkMall_FMH_23344	Burkholderia mallei FMH 23344	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_India86_567_2	burkMall_INDIA86_567_2	Burkholderia mallei India86-567-2	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_KC_1092	burkMall_KC_1092	Burkholderia mallei KC_1092	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_NCTC_10229	burkMall_NCTC_10229	Burkholderia mallei NCTC 10229	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_NCTC_10247	burkMall_NCTC_10247	Burkholderia mallei NCTC 10247	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_NCTC_10247_1	burkMall_NCTC_10247_1	Burkholderia mallei NCTC 10247	bacteria	Proteobacteria	Betaproteobacteria
Burk_mall_SAVP1	burkMall_SAVP1	Burkholderia mallei SAVP1	bacteria	Proteobacteria	Betaproteobacteria
Burk_mult_ATCC_17616_1	burkMult_ATCC17616_1	Burkholderia multivorans ATCC 17616	bacteria	Proteobacteria	Betaproteobacteria
Burk_mult_ATCC_17616	burkMult_ATCC17616	Burkholderia multivorans ATCC 17616	bacteria	Proteobacteria	Betaproteobacteria
Burk_mult_ATCC_BAA_247	burkMult_ATCCBAA_247	Burkholderia multivorans ATCC BAA-247	bacteria	Proteobacteria	Betaproteobacteria
Burk_mult_DDS_15A_1	burkMult_DDS_15A_1	Burkholderia multivorans DDS 15A-1	bacteria	Proteobacteria	Betaproteobacteria
Burk_okla_C6786	burkOkla_C6786	Burkholderia oklahomensis C6786	bacteria	Proteobacteria	Betaproteobacteria
Burk_okla_EO147	burkOkla_EO147	Burkholderia oklahomensis EO147	bacteria	Proteobacteria	Betaproteobacteria
Burk_phen_BR3459a	burkPhen_BR3459A	Burkholderia phenoliruptrix BR3459a	bacteria	Proteobacteria	Betaproteobacteria
Burk_phym_STM815	burkPhym_STM815	Burkholderia phymatum STM815	bacteria	Proteobacteria	Betaproteobacteria
Burk_phyt_PsJN	burkPhyt_PSJN	Burkholderia phytofirmans PsJN	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_1026b	burkPseu_1026B	Burkholderia pseudomallei 1026b	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_1026b_1	burkPseu_1026B_1	Burkholderia pseudomallei 1026b	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_1106a_1	burkPseu_1106A_1	Burkholderia pseudomallei 1106a	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_1106a	burkPseu_1106A	Burkholderia pseudomallei 1106a	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_1710b	burkPseu_1710B	Burkholderia pseudomallei 1710b	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_3921	burkPseu_3921	Burkholderia pseudomallei 3921	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_406e	burkPseu_406E	Burkholderia pseudomallei 406e	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_576	burkPseu_576	Burkholderia pseudomallei 576	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_668	burkPseu_668	Burkholderia pseudomallei 668	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_7894	burkPseu_7894	Burkholderia pseudomallei 7894	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_A79A	burkPseu_A79A	Burkholderia pseudomallei A79A	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_B03	burkPseu_B03	Burkholderia pseudomallei B03	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_BDP	burkPseu_BDP	Burkholderia pseudomallei BDP	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_BEJ	burkPseu_BEJ	Burkholderia pseudomallei BEJ	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_BGR	burkPseu_BGR	Burkholderia pseudomallei BGR	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_BPC006	burkPseu_BPC006	Burkholderia pseudomallei BPC006	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_BSR	burkPseu_BSR	Burkholderia pseudomallei BSR	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_HBPUB10134a	burkPseu_HBPUB10134A	Burkholderia pseudomallei HBPUB10134a	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_HBPUB10303a	burkPseu_HBPUB10303A	Burkholderia pseudomallei HBPUB10303a	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_K42	burkPseu_K42	Burkholderia pseudomallei K42	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_K96243	burkPseu_K96243	Burkholderia pseudomallei K96243	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_K96243_1	burkPseu_K96243_1	Burkholderia pseudomallei K96243	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR1153	burkPseu_MSHR1153	Burkholderia pseudomallei MSHR1153	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR146	burkPseu_MSHR146	Burkholderia pseudomallei MSHR146	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR1655	burkPseu_MSHR1655	Burkholderia pseudomallei MSHR1655	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR2243	burkPseu_MSHR2243	Burkholderia pseudomallei MSHR2243	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR2543	burkPseu_MSHR2543	Burkholderia pseudomallei MSHR2543	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR305	burkPseu_MSHR305	Burkholderia pseudomallei MSHR305	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR346	burkPseu_MSHR346	Burkholderia pseudomallei MSHR346	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR3965	burkPseu_MSHR3965	Burkholderia pseudomallei MSHR3965	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR491	burkPseu_MSHR491	Burkholderia pseudomallei MSHR491	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR511	burkPseu_MSHR511	Burkholderia pseudomallei MSHR511	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR520	burkPseu_MSHR520	Burkholderia pseudomallei MSHR520	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR5848	burkPseu_MSHR5848	Burkholderia pseudomallei MSHR5848	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR5855	burkPseu_MSHR5855	Burkholderia pseudomallei MSHR5855	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR5858	burkPseu_MSHR5858	Burkholderia pseudomallei MSHR5858	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR62	burkPseu_MSHR62	Burkholderia pseudomallei MSHR62	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR668	burkPseu_MSHR668	Burkholderia pseudomallei MSHR668	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_MSHR840	burkPseu_MSHR840	Burkholderia pseudomallei MSHR840	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_Mahidol_1106a	burkPseu_MAHIDOL_1106A	Burkholderia pseudomallei Mahidol-1106a	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_NAU20B_16	burkPseu_NAU20B_16	Burkholderia pseudomallei NAU20B-16	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_NAU35A_3	burkPseu_NAU35A_3	Burkholderia pseudomallei NAU35A-3	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_NCTC_13178	burkPseu_NCTC_13178	Burkholderia pseudomallei NCTC 13178	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_NCTC_13179	burkPseu_NCTC_13179	Burkholderia pseudomallei NCTC 13179	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_PB08298010	burkPseu_PB08298010	Burkholderia pseudomallei PB08298010	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_Pasteur_52237	burkPseu_PASTEUR_52237	Burkholderia pseudomallei Pasteur 52237	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_TSV_48	burkPseu_TSV_48	Burkholderia pseudomallei TSV 48	bacteria	Proteobacteria	Betaproteobacteria
Burk_pseu_vgh07	burkPseu_VGH07	Burkholderia pseudomallei vgh07	bacteria	Proteobacteria	Betaproteobacteria
Burk_rhiz_HKI_454	burkRhiz_HKI_454	Burkholderia rhizoxinica HKI 454	bacteria	Proteobacteria	Betaproteobacteria
Burk_2002721687	burkSp_2002721687	Burkholderia sp. 2002721687	bacteria	Proteobacteria	Betaproteobacteria
Burk_BGK	burkSp_BGK	Burkholderia sp. BGK	bacteria	Proteobacteria	Betaproteobacteria
Burk_CCGE1001	burkSp_CCGE1001	Burkholderia sp. CCGE1001	bacteria	Proteobacteria	Betaproteobacteria
Burk_CCGE1002	burkSp_CCGE1002	Burkholderia sp. CCGE1002	bacteria	Proteobacteria	Betaproteobacteria
Burk_CCGE1003	burkSp_CCGE1003	Burkholderia sp. CCGE1003	bacteria	Proteobacteria	Betaproteobacteria
Burk_KJ006	burkSp_KJ006	Burkholderia sp. KJ006	bacteria	Proteobacteria	Betaproteobacteria
Burk_RPE64	burkSp_RPE64	Burkholderia sp. RPE64	bacteria	Proteobacteria	Betaproteobacteria
Burk_RPE67	burkSp_RPE67	Burkholderia sp. RPE67	bacteria	Proteobacteria	Betaproteobacteria
Burk_TSV202	burkSp_TSV202	Burkholderia sp. TSV202	bacteria	Proteobacteria	Betaproteobacteria
Burk_YI23	burkSp_YI23	Burkholderia sp. YI23	bacteria	Proteobacteria	Betaproteobacteria
Burk_thai_2002721643	burkThai_2002721643	Burkholderia thailandensis 2002721643	bacteria	Proteobacteria	Betaproteobacteria
Burk_thai_2002721723	burkThai_2002721723	Burkholderia thailandensis 2002721723	bacteria	Proteobacteria	Betaproteobacteria
Burk_thai_2003015869	burkThai_2003015869	Burkholderia thailandensis 2003015869	bacteria	Proteobacteria	Betaproteobacteria
Burk_thai_34	burkThai_34	Burkholderia thailandensis 34	bacteria	Proteobacteria	Betaproteobacteria
Burk_thai_E254	burkThai_E254	Burkholderia thailandensis E254	bacteria	Proteobacteria	Betaproteobacteria
Burk_thai_E264_ATCC_700388	burkThai_E264_ATCC700388	Burkholderia thailandensis E264 ATCC 700388	bacteria	Proteobacteria	Betaproteobacteria
Burk_thai_E444	burkThai_E444	Burkholderia thailandensis E444	bacteria	Proteobacteria	Betaproteobacteria
Burk_thai_H0587	burkThai_H0587	Burkholderia thailandensis H0587	bacteria	Proteobacteria	Betaproteobacteria
Burk_thai_MSMB121	burkThai_MSMB121	Burkholderia thailandensis MSMB121	bacteria	Proteobacteria	Betaproteobacteria
Burk_thai_MSMB59	burkThai_MSMB59	Burkholderia thailandensis MSMB59	bacteria	Proteobacteria	Betaproteobacteria
Burk_thai_USAMRU_Malaysia_#20	burkThai_USAMRU_MALAYSIA_#20	Burkholderia thailandensis USAMRU Malaysia #20	bacteria	Proteobacteria	Betaproteobacteria
Burk_ubon_MSMB22	burkUbon_MSMB22	Burkholderia ubonensis MSMB22	bacteria	Proteobacteria	Betaproteobacteria
Burk_viet_G4	burkViet_G4	Burkholderia vietnamiensis G4	bacteria	Proteobacteria	Betaproteobacteria
Burk_viet_LMG_10929	burkViet_LMG_10929	Burkholderia vietnamiensis LMG 10929	bacteria	Proteobacteria	Betaproteobacteria
Burk_xeno_LB400	burkXeno_LB400	Burkholderia xenovorans LB400	bacteria	Proteobacteria	Betaproteobacteria
Burk_xeno_LB400_1	burkXeno_LB400_1	Burkholderia xenovorans LB400	bacteria	Proteobacteria	Betaproteobacteria
Burk_bact_GJ_E10	burkBact_GJ_E10	Burkholderiales bacterium GJ-E10	bacteria	Proteobacteria	Betaproteobacteria
Cand_Accu_phosphatis_clade_IIA_UW_1	candAccu_PHOSPHATIS_CLADE_IIA	Candidatus Accumulibacter phosphatis clade IIA str. UW-1	bacteria	Proteobacteria	Betaproteobacteria
Cand_Kine_blastocrithidii_TCC012E	candKine_BLASTOCRITHIDII_TCC01	Candidatus Kinetoplastibacterium blastocrithidii TCC012E	bacteria	Proteobacteria	Betaproteobacteria
Cand_Kine_blastocrithidii_ex_Strigomonas_culicis	candKine_BLASTOCRITHIDII_EX_ST	Candidatus Kinetoplastibacterium blastocrithidii ex Strigomonas culicis	bacteria	Proteobacteria	Betaproteobacteria
Cand_Kine_crithidii_TCC036E	candKine_CRITHIDII_TCC036E	Candidatus Kinetoplastibacterium crithidii TCC036E	bacteria	Proteobacteria	Betaproteobacteria
